id,exam_key,question_number,original_compilation_page,split_pdf,split_pdf_page,confidence,warnings,qa_flags,question_image
2024_JUNE_LIFE_ETHICS_Q15,2024_JUNE_LIFE_ETHICS,15,123,생윤기출_07_p121-140.pdf,3,0.891,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2024_JUNE_LIFE_ETHICS_Q15.png
2024_JUNE_LIFE_ETHICS_Q19,2024_JUNE_LIFE_ETHICS,19,124,생윤기출_07_p121-140.pdf,4,0.901,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2024_JUNE_LIFE_ETHICS_Q19.png
2024_JUNE_LIFE_ETHICS_Q20,2024_JUNE_LIFE_ETHICS,20,124,생윤기출_07_p121-140.pdf,4,0.877,"TRAILING_NOTICE_BOX_EXCLUDED | CHOICE1_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 3, 4, 5] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2024_JUNE_LIFE_ETHICS_Q20.png
2024_SEPTEMBER_LIFE_ETHICS_Q17,2024_SEPTEMBER_LIFE_ETHICS,17,128,생윤기출_07_p121-140.pdf,8,0.888,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2024_SEPTEMBER_LIFE_ETHICS_Q17.png
2024_SEPTEMBER_LIFE_ETHICS_Q20,2024_SEPTEMBER_LIFE_ETHICS,20,128,생윤기출_07_p121-140.pdf,8,0.898,"TRAILING_NOTICE_BOX_EXCLUDED | CHOICE1_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 3, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2024_SEPTEMBER_LIFE_ETHICS_Q20.png
2025_CSAT_LIFE_ETHICS_Q01,2025_CSAT_LIFE_ETHICS,1,141,생윤기출_08_p141-160.pdf,1,0.795,QNUM_UNREADABLE_INFERRED: 판독 불가 '.' -> 1 (앞 문항 기준),,data/questions/images/2025_CSAT_LIFE_ETHICS_Q01.png
2025_CSAT_LIFE_ETHICS_Q06,2025_CSAT_LIFE_ETHICS,6,142,생윤기출_08_p141-160.pdf,2,0.819,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE4_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 3] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_CSAT_LIFE_ETHICS_Q06.png
2025_CSAT_LIFE_ETHICS_Q08,2025_CSAT_LIFE_ETHICS,8,142,생윤기출_08_p141-160.pdf,2,0.8,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE4_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 3] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_CSAT_LIFE_ETHICS_Q08.png
2025_JUNE_LIFE_ETHICS_Q07,2025_JUNE_LIFE_ETHICS,7,134,생윤기출_07_p121-140.pdf,14,0.878,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_JUNE_LIFE_ETHICS_Q07.png
2025_JUNE_LIFE_ETHICS_Q09,2025_JUNE_LIFE_ETHICS,9,134,생윤기출_07_p121-140.pdf,14,0.86,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_JUNE_LIFE_ETHICS_Q09.png
2025_JUNE_LIFE_ETHICS_Q13,2025_JUNE_LIFE_ETHICS,13,135,생윤기출_07_p121-140.pdf,15,0.869,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 3, 4, 5] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_JUNE_LIFE_ETHICS_Q13.png
2025_JUNE_LIFE_ETHICS_Q14,2025_JUNE_LIFE_ETHICS,14,135,생윤기출_07_p121-140.pdf,15,0.857,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_JUNE_LIFE_ETHICS_Q14.png
2025_JUNE_LIFE_ETHICS_Q16,2025_JUNE_LIFE_ETHICS,16,136,생윤기출_07_p121-140.pdf,16,0.89,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_JUNE_LIFE_ETHICS_Q16.png
2025_JUNE_LIFE_ETHICS_Q20,2025_JUNE_LIFE_ETHICS,20,136,생윤기출_07_p121-140.pdf,16,0.843,"TRAILING_NOTICE_BOX_EXCLUDED | CHOICE1_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 3, 4, 5] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_JUNE_LIFE_ETHICS_Q20.png
2025_SEPTEMBER_LIFE_ETHICS_Q10,2025_SEPTEMBER_LIFE_ETHICS,10,138,생윤기출_07_p121-140.pdf,18,0.856,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_SEPTEMBER_LIFE_ETHICS_Q10.png
2025_SEPTEMBER_LIFE_ETHICS_Q12,2025_SEPTEMBER_LIFE_ETHICS,12,139,생윤기출_07_p121-140.pdf,19,0.903,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_SEPTEMBER_LIFE_ETHICS_Q12.png
2025_SEPTEMBER_LIFE_ETHICS_Q15,2025_SEPTEMBER_LIFE_ETHICS,15,139,생윤기출_07_p121-140.pdf,19,0.878,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_SEPTEMBER_LIFE_ETHICS_Q15.png
2025_SEPTEMBER_LIFE_ETHICS_Q16,2025_SEPTEMBER_LIFE_ETHICS,16,140,생윤기출_07_p121-140.pdf,20,0.843,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_SEPTEMBER_LIFE_ETHICS_Q16.png
2025_SEPTEMBER_LIFE_ETHICS_Q19,2025_SEPTEMBER_LIFE_ETHICS,19,140,생윤기출_07_p121-140.pdf,20,0.906,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_SEPTEMBER_LIFE_ETHICS_Q19.png
2025_SEPTEMBER_LIFE_ETHICS_Q20,2025_SEPTEMBER_LIFE_ETHICS,20,140,생윤기출_07_p121-140.pdf,20,0.885,"TRAILING_NOTICE_BOX_EXCLUDED | CHOICE1_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 3, 4, 5] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2025_SEPTEMBER_LIFE_ETHICS_Q20.png
2026_CSAT_LIFE_ETHICS_Q12,2026_CSAT_LIFE_ETHICS,12,159,생윤기출_08_p141-160.pdf,19,0.893,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2026_CSAT_LIFE_ETHICS_Q12.png
2026_CSAT_LIFE_ETHICS_Q13,2026_CSAT_LIFE_ETHICS,13,159,생윤기출_08_p141-160.pdf,19,0.895,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2026_CSAT_LIFE_ETHICS_Q13.png
2026_CSAT_LIFE_ETHICS_Q19,2026_CSAT_LIFE_ETHICS,19,160,생윤기출_08_p141-160.pdf,20,0.871,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2026_CSAT_LIFE_ETHICS_Q19.png
2026_JUNE_LIFE_ETHICS_Q10,2026_JUNE_LIFE_ETHICS,10,146,생윤기출_08_p141-160.pdf,6,0.882,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2026_JUNE_LIFE_ETHICS_Q10.png
2027_JUNE_LIFE_ETHICS_Q09,2027_JUNE_LIFE_ETHICS,9,154,생윤기출_08_p141-160.pdf,14,0.857,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2027_JUNE_LIFE_ETHICS_Q09.png
2027_JUNE_LIFE_ETHICS_Q11,2027_JUNE_LIFE_ETHICS,11,155,생윤기출_08_p141-160.pdf,15,0.904,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2027_JUNE_LIFE_ETHICS_Q11.png
2027_JUNE_LIFE_ETHICS_Q14,2027_JUNE_LIFE_ETHICS,14,155,생윤기출_08_p141-160.pdf,15,0.869,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2027_JUNE_LIFE_ETHICS_Q14.png
2027_JUNE_LIFE_ETHICS_Q19,2027_JUNE_LIFE_ETHICS,19,156,생윤기출_08_p141-160.pdf,16,0.905,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2027_JUNE_LIFE_ETHICS_Q19.png
2027_SEPTEMBER_LIFE_ETHICS_Q12,2027_SEPTEMBER_LIFE_ETHICS,12,151,생윤기출_08_p141-160.pdf,11,0.87,"CHOICE1_TEXT_FROM_CELL_OCR | CHOICE3_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2027_SEPTEMBER_LIFE_ETHICS_Q12.png
2027_SEPTEMBER_LIFE_ETHICS_Q14,2027_SEPTEMBER_LIFE_ETHICS,14,151,생윤기출_08_p141-160.pdf,11,0.902,"CHOICE3_TEXT_FROM_CELL_OCR | CHOICE5_TEXT_FROM_CELL_OCR | CHOICE_TEXT_UNRELIABLE choices=[1, 2, 4] (원문자 기호 등 OCR 불가, 이미지 확인)",,data/questions/images/2027_SEPTEMBER_LIFE_ETHICS_Q14.png
