# LIFE_ETHICS V4 targeted false-negative recovery (human semantic judgments on candidates found via existing metadata/keywords; keywords never decide)
# fields: short_id|R(RESTORE)/D(REMAIN_DROP)|target_area|philosophers(;)|evidence_profile|reuse_scope F/P/-|core_content|usable_content|rationale|review_reasons(;)|search_round(1=initial targeted,2=coverage-gap search)
2016_CSAT_Q19|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2017_CSAT_Q10|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2017_JUNE_Q12|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2017_SEPTEMBER_Q14|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2019_CSAT_Q12|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2019_JUNE_Q06|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2019_SEPTEMBER_Q10|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2020_CSAT_Q14|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2020_JUNE_Q19|R|PUNISHMENT|칸트;벤담;베카리아;루소;헤겔|PUN_CORE|F|형벌의 정당화 근거 비교: 칸트 응보주의(범죄를 저질렀기 때문에, 동등성, 인격 존중, 살인에 대한 사형) vs 공리주의 예방주의(벤담·베카리아: 범죄 예방·사회 전체 이익, 형벌 자체는 악, 지속성)|응보 vs 예방, 사형의 정당성, 형벌의 목적에 관한 비교 보기·선지|28예시 Q16(칸트 응보주의 vs 공리주의적 예방, 사형·교정적 정의 선지)과 같은 비교 구조. 2-02-01 해설 '교정적 정의', 고려 사항 '공정한 법 집행을 통한 교정적 정의'와 직접 연결.|사상가별 세부(베카리아 지속성 등) 포함|1
2014_CSAT_Q06|R|PUNISHMENT|루소;칸트;벤담;베카리아|PUN_SPECTRUM|P|사형 제도에 대한 사회계약론(루소)·응보주의(칸트)·공리주의(벤담·베카리아) 관점 비교|사형 존폐 근거(시민 안전·범죄에 상응한 처벌·범죄 억제력) 선지|교정적 정의(형벌의 정당화) 원천. 루소 사회계약론 세부 비중이 커서 PARTIAL.|루소 사회계약론 세부|1
2016_JUNE_Q06|R|PUNISHMENT|루소;칸트;벤담;베카리아|PUN_SPECTRUM|P|사형 제도에 대한 사회계약론(루소)·응보주의(칸트)·공리주의(벤담·베카리아) 관점 비교|사형 존폐 근거(시민 안전·범죄에 상응한 처벌·범죄 억제력) 선지|교정적 정의(형벌의 정당화) 원천. 루소 사회계약론 세부 비중이 커서 PARTIAL.|루소 사회계약론 세부|1
2018_CSAT_Q17|R|PUNISHMENT|루소;칸트;벤담;베카리아|PUN_SPECTRUM|P|사형 제도에 대한 사회계약론(루소)·응보주의(칸트)·공리주의(벤담·베카리아) 관점 비교|사형 존폐 근거(시민 안전·범죄에 상응한 처벌·범죄 억제력) 선지|교정적 정의(형벌의 정당화) 원천. 루소 사회계약론 세부 비중이 커서 PARTIAL.|루소 사회계약론 세부|1
2018_JUNE_Q19|R|PUNISHMENT|루소;칸트;벤담;베카리아|PUN_SPECTRUM|P|사형 제도에 대한 사회계약론(루소)·응보주의(칸트)·공리주의(벤담·베카리아) 관점 비교|사형 존폐 근거(시민 안전·범죄에 상응한 처벌·범죄 억제력) 선지|교정적 정의(형벌의 정당화) 원천. 루소 사회계약론 세부 비중이 커서 PARTIAL.|루소 사회계약론 세부|1
2018_SEPTEMBER_Q17|R|PUNISHMENT|루소;칸트;벤담;베카리아|PUN_SPECTRUM|P|사형 제도에 대한 사회계약론(루소)·응보주의(칸트)·공리주의(벤담·베카리아) 관점 비교|사형 존폐 근거(시민 안전·범죄에 상응한 처벌·범죄 억제력) 선지|교정적 정의(형벌의 정당화) 원천. 루소 사회계약론 세부 비중이 커서 PARTIAL.|루소 사회계약론 세부|1
2016_SEPTEMBER_Q20|D|PUNISHMENT|장자|D_OFFTOPIC|-|장자의 이상적 인간(지인·진인) 퍼즐|-|'형벌' 키워드 오탐. 동양 이상적 인간상으로 통합사회 자료와 무관.||1
2019_CSAT_Q01|D|PUNISHMENT|-|D_OFFTOPIC|-|이론 윤리학과 실천 윤리학의 구분|-|'사형' 키워드 오탐. 윤리학 분류 문항.||1
2021_JUNE_Q10|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2023_JUNE_Q10|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2023_SEPTEMBER_Q12|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2024_SEPTEMBER_Q09|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2025_SEPTEMBER_Q15|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2026_CSAT_Q11|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2027_SEPTEMBER_Q07|R|PUNISHMENT|칸트;벤담;베카리아|PUN_CORE|F|형벌 정당화 비교: 칸트 응보주의(정언명령·동등성·인격 존중) vs 공리주의 예방주의(벤담·베카리아: 범죄 억제·형벌의 해악과 이익 비교·지속성)|응보 vs 예방, 공리를 극대화하는 형벌의 부당성, 사형 존폐 근거 비교 선지|28예시 Q16의 응보 vs 예방 대비와 같은 구조로 교정적 정의(2-02-01) 원천.|베카리아 세부 포함|1
2020_SEPTEMBER_Q19|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2021_CSAT_Q19|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2021_SEPTEMBER_Q13|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2022_CSAT_Q09|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2022_JUNE_Q19|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2022_SEPTEMBER_Q19|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2023_CSAT_Q19|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2024_CSAT_Q11|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2024_JUNE_Q09|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2025_CSAT_Q16|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2025_JUNE_Q19|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2026_JUNE_Q14|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2027_JUNE_Q09|R|PUNISHMENT|칸트;루소;베카리아;벤담|PUN_SPECTRUM|P|사형·형벌에 대한 칸트(응보)·루소(사회계약·국가의 적)·베카리아(생명권 양도 불가·종신 노역형·예방) 상호 비판/비교|형벌의 목적(응보·예방·계약 보존)과 사형 정당성 비교 선지|교정적 정의·형벌 정당화(2-02-01, 28예시 Q16) 원천. 루소·베카리아 사회계약 세부 비중이 커서 PARTIAL.|3자 상호 비판 구조|1
2021_CSAT_Q16|D|HAPPINESS|공자;장자;불교|D_OFFTOPIC|-|유교·도가·불교의 죽음관(살신성인·생사일여·윤회)|-|죽음에 대한 동양 사상 비교로 행복의 기준·조건(1-02)과 실질적 연결이 약하고 4개 자료 어디에도 근거 없음.||1
2022_CSAT_Q02|D|PUNISHMENT|공자;노자|D_OFFTOPIC|-|공자의 정명과 노자의 무위 정치|-|'형벌' 키워드 오탐. 유가·도가 정치사상으로 통합사회 자료의 정의·행복 영역과 연결 근거 없음.||1
2026_CSAT_Q14|D|PUNISHMENT|공자|D_OFFTOPIC|-|공자의 덕치·예치(형벌보다 덕과 예)|-|'형벌' 키워드 오탐. 유교 덕치론으로 교정적 정의와 실질적 연결 없음.||1
2014_CSAT_Q07|R|JUSTICE|노직;롤스|JUS_CORE|F|노직 소유권리론(과세=강제 노동, 재분배 반대)과 롤스 원초적 입장·최소수혜자 개선 비교|재분배 반대 여부, 정의로운 사회의 불평등, 절차와 결과의 공정성 질문|28예시 Q15와 같은 롤스 vs 노직 비교 구조로 2-02-02 자유주의적 정의관·분배 정의 원천.|Phase 1 OCR 검토 문항|1
2014_JUNE_Q19|R|JUSTICE|롤스;공리주의|JUS_CORE|F|롤스 차등 원칙(최소수혜자 최대 이익)과 공리주의(이익 총합 극대화)의 분배 방식 평가|분배 방식별 정의 판단 질문(그래프)|분배적 정의의 기준 비교(2-02-01·2-02-02)와 28예시 Q15 '가장 불리한 상황'·공리주의 비판 논리의 원천.|그래프 OCR|1
2014_JUNE_Q06|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론의 확정 조항(공화정체·자유로운 국가들의 연방·세계시민법)과 전쟁 방지를 위한 국제기구 창설|국제 갈등 해결을 위한 국제기구 창설 선지, 세계 공화국·세력 균형 오답|국제 평화를 위한 국제기구·국제 협력(2-04-02 해설, 28예시 Q12 국제기구, 최소 성취수준 '평화 유지를 위한 여러 행위 주체')의 원천. 칸트 조항 세부는 PARTIAL.|V4에서 칸트 세부로 DROP|1
2015_CSAT_Q15|R|JUSTICE|롤스;노직;벤담;아리스토텔레스|JUS_CORE|F|분배적 정의 기준 비교: 롤스 차등 원칙(최소수혜자 배려)·노직 소유권리·공리주의(사회 전체 이익 극대화)·아리스토텔레스 비례적 분배|분배 방식별 정의 판단, 약자 권리 침해 금지, 재분배 반대, 공리 원리 보기|분배적 정의의 실질적 기준(2-02-01)과 정의관 비교(2-02-02), 28예시 Q15(롤스·노직, 공리주의 비판)·Q13(업적·필요 분배) 원천.||1
2015_JUNE_Q15|R|JUSTICE|롤스;노직;벤담;아리스토텔레스|JUS_CORE|F|분배적 정의 기준 비교: 롤스 차등 원칙(최소수혜자 배려)·노직 소유권리·공리주의(사회 전체 이익 극대화)·아리스토텔레스 비례적 분배|분배 방식별 정의 판단, 약자 권리 침해 금지, 재분배 반대, 공리 원리 보기|분배적 정의의 실질적 기준(2-02-01)과 정의관 비교(2-02-02), 28예시 Q15(롤스·노직, 공리주의 비판)·Q13(업적·필요 분배) 원천.||1
2018_SEPTEMBER_Q11|R|JUSTICE|롤스;노직;벤담;아리스토텔레스|JUS_CORE|F|분배적 정의 기준 비교: 롤스 차등 원칙(최소수혜자 배려)·노직 소유권리·공리주의(사회 전체 이익 극대화)·아리스토텔레스 비례적 분배|분배 방식별 정의 판단, 약자 권리 침해 금지, 재분배 반대, 공리 원리 보기|분배적 정의의 실질적 기준(2-02-01)과 정의관 비교(2-02-02), 28예시 Q15(롤스·노직, 공리주의 비판)·Q13(업적·필요 분배) 원천.||1
2016_SEPTEMBER_Q13|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·공정한 기회균등) vs 노직(취득·이전·교정, 역사적 원리, 최소국가) 정의관 비교|원초적 합의, 재분배, 최소국가, 소유 권리, 공리주의 비판 선지·보기|28예시 Q15와 같은 롤스 vs 노직 비교로 2-02-02 자유주의적 정의관·분배적 정의의 직접 원천. 차등 원칙·원칙 서열 등 세부 포함.|롤스 세부(원칙 서열·도덕적 공과 등) 포함|1
2018_JUNE_Q10|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·공정한 기회균등) vs 노직(취득·이전·교정, 역사적 원리, 최소국가) 정의관 비교|원초적 합의, 재분배, 최소국가, 소유 권리, 공리주의 비판 선지·보기|28예시 Q15와 같은 롤스 vs 노직 비교로 2-02-02 자유주의적 정의관·분배적 정의의 직접 원천. 차등 원칙·원칙 서열 등 세부 포함.|롤스 세부(원칙 서열·도덕적 공과 등) 포함|1
2019_SEPTEMBER_Q15|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·공정한 기회균등) vs 노직(취득·이전·교정, 역사적 원리, 최소국가) 정의관 비교|원초적 합의, 재분배, 최소국가, 소유 권리, 공리주의 비판 선지·보기|28예시 Q15와 같은 롤스 vs 노직 비교로 2-02-02 자유주의적 정의관·분배적 정의의 직접 원천. 차등 원칙·원칙 서열 등 세부 포함.|롤스 세부(원칙 서열·도덕적 공과 등) 포함|1
2020_CSAT_Q10|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·공정한 기회균등) vs 노직(취득·이전·교정, 역사적 원리, 최소국가) 정의관 비교|원초적 합의, 재분배, 최소국가, 소유 권리, 공리주의 비판 선지·보기|28예시 Q15와 같은 롤스 vs 노직 비교로 2-02-02 자유주의적 정의관·분배적 정의의 직접 원천. 차등 원칙·원칙 서열 등 세부 포함.|롤스 세부(원칙 서열·도덕적 공과 등) 포함|1
2020_SEPTEMBER_Q17|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·공정한 기회균등) vs 노직(취득·이전·교정, 역사적 원리, 최소국가) 정의관 비교|원초적 합의, 재분배, 최소국가, 소유 권리, 공리주의 비판 선지·보기|28예시 Q15와 같은 롤스 vs 노직 비교로 2-02-02 자유주의적 정의관·분배적 정의의 직접 원천. 차등 원칙·원칙 서열 등 세부 포함.|롤스 세부(원칙 서열·도덕적 공과 등) 포함|1
2021_CSAT_Q10|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·공정한 기회균등) vs 노직(취득·이전·교정, 역사적 원리, 최소국가) 정의관 비교|원초적 합의, 재분배, 최소국가, 소유 권리, 공리주의 비판 선지·보기|28예시 Q15와 같은 롤스 vs 노직 비교로 2-02-02 자유주의적 정의관·분배적 정의의 직접 원천. 차등 원칙·원칙 서열 등 세부 포함.|롤스 세부(원칙 서열·도덕적 공과 등) 포함|1
2016_JUNE_Q11|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
2017_CSAT_Q18|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
2017_SEPTEMBER_Q08|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
2018_CSAT_Q09|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
2019_CSAT_Q14|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
